  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1     1499.82    834.42     43.07     48.00   1223.89
  2     1499.15    838.60     43.19     48.00   1221.93
  3     1500.48    832.04     43.13     48.00   1225.23
  4     1499.92    846.12     43.17     48.00   1220.47
  5     1501.41    834.04     43.04     48.00   1225.60
  6     1500.24    838.28     43.12     48.00   1223.14
  7     1500.09    837.64     43.12     48.00   1223.17
  8     1499.52    837.10     43.11     48.00   1222.78
  9     1500.51    836.91     43.10     48.00   1223.83
  10     1499.50    847.64     43.16     48.00   1219.60
  11     1500.01    833.67     43.17     48.00   1224.26
  12     1499.72    835.73     43.05     48.00   1223.40
  13     1500.48    835.57     43.12     48.00   1224.18
  14     1499.64    842.04     43.11     48.00   1221.42
  15     1500.76    835.09     43.00     48.00   1224.65
  16     1499.89    843.05     43.13     48.00   1221.37
  17     1500.41    840.59     43.03     48.00   1222.65
  18     1500.13    839.44     43.01     48.00   1222.72
  19     1500.04    833.41     43.18     48.00   1224.38
  20     1499.13    857.84     43.09     48.00   1216.20
