  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1     1499.95    834.57     43.15     48.00   1223.95
  2     1500.34    835.56     43.05     48.00   1224.08
  3     1499.80    850.21     43.12     48.00   1219.14
  4     1500.57    836.07     43.03     48.00   1224.16
  5     1501.20    825.12     43.08     48.00   1228.03
  6     1499.71    844.93     43.08     48.00   1220.64
  7     1499.92    833.01     43.10     48.00   1224.39
  8     1499.85    833.33     43.12     48.00   1224.22
  9     1500.31    837.21     43.10     48.00   1223.53
  10     1499.55    838.39     43.07     48.00   1222.43
  11     1500.09    828.03     43.11     48.00   1226.05
  12     1501.07    838.41     43.06     48.00   1223.94
  13     1500.04    840.04     43.16     48.00   1222.40
  14     1500.00    827.93     43.08     48.00   1226.00
  15     1500.58    837.24     43.10     48.00   1223.79
  16     1498.94    847.89     43.04     48.00   1219.00
  17     1500.21    845.08     43.07     48.00   1221.10
  18     1500.83    840.99     43.04     48.00   1222.94
  19     1500.31    845.47     43.11     48.00   1221.06
  20     1500.78    842.05     43.18     48.00   1222.54
